,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
59394,failed,94,60,2016,False
59395,successful,41,45,2017,True
59396,successful,14,7,2018,True
59397,failed,6,23,2016,False
59398,failed,2,25,2014,False
59399,successful,37,30,2019,False
59400,successful,38,23,2015,True
59401,failed,12,30,2015,False
59402,successful,30,30,2020,False
59403,failed,2,30,2020,False
59404,successful,7,21,2014,False
59405,successful,20,30,2017,False
59406,successful,73,30,2018,False
59407,successful,7,26,2017,False
59408,successful,64,27,2019,False
59409,successful,14,30,2017,False
59410,failed,18,30,2019,False
59412,failed,1,30,2015,False
59413,failed,2,50,2019,False
59414,successful,24,60,2014,False
59415,failed,0,31,2016,False
59416,failed,0,30,2016,False
59417,failed,2,27,2015,False
59418,failed,21,14,2015,False
59419,failed,117,30,2018,False
59420,failed,2,30,2014,False
59421,failed,124,30,2013,False
59422,successful,11,30,2018,False
59423,failed,1,30,2015,False
59424,successful,2,30,2015,False
59425,successful,6,30,2019,True
59426,successful,2,30,2013,False
59427,failed,142,45,2018,False
59428,failed,174,30,2015,False
59429,failed,219,29,2019,False
59430,successful,13,20,2014,False
59431,failed,52,30,2015,False
59432,successful,1,11,2015,False
59433,failed,20,30,2018,False
59434,failed,52,36,2015,False
59435,failed,0,30,2014,False
59437,successful,5,32,2015,True
59438,successful,74,60,2014,True
59439,failed,23,44,2016,False
59440,failed,25,30,2017,False
59441,successful,154,35,2019,False
59442,failed,2,27,2017,False
59443,failed,5,30,2014,False
59444,successful,13,27,2020,False
59445,successful,66,29,2012,False
59446,successful,21,50,2019,False
59447,successful,0,29,2018,False
59448,successful,16,45,2018,False
59449,successful,2,20,2019,False
59450,failed,69,30,2017,False
59451,failed,2,30,2015,False
59452,successful,19,20,2020,False
59453,successful,16,30,2014,True
59454,failed,5,39,2017,False
59455,failed,1,29,2015,False
59456,failed,182,30,2018,False
59458,failed,1,30,2017,False
59459,failed,10,30,2018,False
59460,successful,10,14,2020,False
59461,failed,89,60,2018,False
59462,failed,9,42,2016,False
59463,successful,0,30,2014,False
59464,successful,0,30,2016,False
59465,failed,19,22,2015,False
59466,failed,5,30,2014,False
59467,successful,7,19,2013,False
59468,failed,2,30,2018,False
59469,successful,30,32,2017,True
59470,failed,2,30,2015,False
59471,failed,2,30,2014,False
59473,successful,72,25,2019,False
59474,failed,9,13,2019,False
59475,successful,27,25,2016,False
59476,successful,725,30,2013,True
59477,failed,0,60,2016,False
59478,failed,0,30,2015,False
59479,failed,3,30,2013,False
59480,successful,15,25,2015,True
59481,successful,3,44,2011,False
59482,successful,0,59,2017,False
59483,successful,18,55,2015,False
59484,successful,0,10,2017,False
59485,failed,0,30,2020,False
59486,failed,28,60,2017,False
59487,successful,38,30,2020,False
59488,failed,5,44,2020,False
59489,successful,51,30,2018,False
59490,failed,2,14,2016,False
59491,failed,2,30,2015,False
59492,successful,7,17,2015,False
59494,successful,22,16,2018,True
59495,successful,39,35,2015,True
59496,successful,125,31,2018,False
59497,successful,0,29,2015,False
59498,failed,0,30,2018,False
59499,failed,0,30,2016,False
59500,failed,7,38,2017,False
59501,successful,6,29,2019,False
59502,successful,4,15,2018,False
59503,failed,10,30,2016,False
59504,successful,47,25,2020,False
59505,failed,0,30,2015,False
59506,successful,16,14,2017,False
59507,successful,28,38,2013,False
59508,failed,45,59,2015,False
59509,successful,13,32,2014,True
59510,failed,32,28,2019,False
59511,failed,4,21,2017,False
59512,successful,15,21,2020,False
59514,successful,1579,30,2016,True
59515,successful,46,14,2020,False
59516,successful,22,30,2016,True
59517,successful,2,33,2016,True
59518,failed,1,29,2015,False
59519,successful,0,30,2015,False
59520,failed,2,30,2016,False
59521,failed,0,3,2015,False
59522,successful,10,7,2017,True
59523,successful,18,30,2013,True
59524,successful,3,28,2011,False
59525,failed,0,30,2015,False
59526,successful,24,30,2012,False
59527,failed,2,30,2014,False
59528,failed,8,60,2016,False
59529,failed,17,29,2018,False
59530,successful,0,35,2016,True
59531,failed,16,36,2016,False
59532,failed,10,15,2017,False
59533,successful,13,30,2019,False
59534,failed,16,25,2016,False
59535,successful,5,30,2017,False
59536,failed,1,59,2018,False
59537,successful,44,13,2020,False
59538,successful,5,21,2019,True
59539,successful,2,30,2018,False
59540,successful,37,83,2017,False
59541,successful,7,35,2010,True
59542,failed,237,42,2014,False
59543,successful,16,33,2013,False
59544,successful,8,30,2015,True
59545,successful,8,31,2020,False
59546,successful,0,49,2011,False
59547,failed,19,30,2017,False
59548,successful,14,30,2012,False
59549,failed,0,60,2015,False
59550,successful,15,37,2014,True
59551,successful,51,30,2019,True
59552,failed,35,30,2016,False
59553,failed,2,27,2020,False
59554,successful,0,37,2020,True
59555,failed,563,60,2017,False
59556,failed,69,45,2019,False
59557,successful,2,29,2017,False
59558,failed,3,25,2017,False
59559,successful,123,30,2018,False
59560,failed,9,40,2015,False
59561,failed,3,29,2015,False
59562,successful,4,21,2018,False
59563,successful,2,52,2020,False
59564,successful,6,30,2012,False
59565,successful,4,14,2019,False
59567,failed,3,30,2015,False
59568,failed,0,30,2018,False
59569,successful,0,28,2015,False
59570,failed,20,30,2017,False
59571,failed,5,30,2015,False
59572,failed,0,45,2017,False
59573,successful,69,30,2019,False
59574,failed,1,28,2018,False
59575,failed,117,30,2020,False
59576,successful,8,20,2017,False
59577,successful,20,28,2020,True
59578,failed,3,36,2019,False
59579,successful,5,59,2020,False
59580,successful,29,46,2012,False
59581,successful,8,30,2013,False
59582,failed,0,60,2019,False
59583,successful,34,33,2016,False
59584,successful,68,31,2013,False
59585,successful,21,18,2020,False
59586,failed,10,30,2015,False
59587,successful,64,21,2015,False
59588,failed,0,30,2017,False
59589,failed,6,30,2018,False
59590,failed,0,25,2019,False
59591,successful,1,15,2018,False
59592,successful,11,30,2019,False
59593,successful,79,59,2012,False
59594,failed,2,22,2016,False
59595,successful,13,60,2019,False
59596,successful,19,30,2018,False
59597,successful,21,10,2011,False
59598,successful,69,30,2020,False
59600,successful,2,30,2019,False
59601,failed,22,30,2019,True
59602,failed,25,29,2015,False
59603,successful,0,30,2011,False
59604,successful,15,30,2012,False
59605,successful,7,27,2019,False
59606,successful,1,45,2016,False
59607,failed,1,60,2016,False
59608,successful,10,20,2012,False
59610,successful,10,30,2018,False
59611,successful,11,20,2019,False
59612,successful,3,35,2017,False
59613,failed,1,60,2014,False
59614,failed,23,30,2019,False
59615,successful,6,23,2015,False
59616,successful,1,30,2016,False
59617,failed,27,42,2014,False
59618,successful,8,59,2017,False
59619,successful,159,30,2015,False
59620,successful,12,32,2015,False
59621,failed,40,30,2019,False
59622,successful,5,37,2015,True
59623,failed,1061,30,2016,False
59624,failed,5,35,2017,False
59625,failed,27,30,2016,False
59626,successful,14,18,2016,False
59627,failed,0,29,2015,False
59628,successful,3,58,2012,False
59629,successful,190,32,2012,False
59630,successful,16,30,2018,True
59631,failed,3,60,2016,False
59632,successful,15,45,2010,True
59633,successful,11,31,2020,True
59634,successful,57,30,2018,False
59635,successful,2,38,2012,False
59636,successful,1,30,2020,False
59637,failed,41,60,2019,False
59638,successful,2,30,2018,False
59639,successful,3,30,2015,False
59640,failed,6,60,2018,False
59641,successful,33,30,2012,False
59642,successful,32,30,2014,True
59643,successful,105,45,2016,False
59644,successful,183,30,2020,False
59645,failed,8,51,2014,False
59646,successful,179,30,2019,False
59647,successful,7,60,2015,False
59648,successful,17,28,2014,False
59649,successful,2,35,2019,False
59650,failed,2,22,2020,False
59651,successful,8,30,2015,True
59652,failed,0,30,2018,False
59653,failed,158,37,2015,False
59654,successful,2,30,2016,False
59655,successful,55,30,2018,False
59656,successful,25,30,2017,False
59657,successful,199,30,2013,False
59658,successful,13,77,2010,False
59659,successful,112,30,2018,False
59660,failed,0,30,2014,False
59661,successful,21,27,2015,False
59662,successful,13,30,2016,True
59663,successful,26,30,2012,False
59665,successful,77,36,2019,False
59666,successful,68,30,2013,False
59667,successful,0,60,2018,False
59668,successful,17,25,2017,False
59669,failed,5,51,2015,False
59670,successful,0,15,2018,False
59671,successful,0,20,2016,False
59672,failed,19,40,2014,False
59673,successful,15,30,2014,False
59674,successful,7,48,2011,False
59675,successful,64,25,2019,False
59676,successful,10,30,2019,False
59677,successful,4,14,2018,False
59678,successful,14,35,2015,True
59679,failed,169,60,2015,False
59680,successful,59,39,2019,False
59681,failed,83,30,2015,False
59682,successful,3,30,2016,False
59683,failed,103,30,2015,False
59684,successful,47,60,2014,False
59685,successful,0,6,2017,False
59686,successful,23,30,2016,False
59687,failed,6,30,2015,False
59688,successful,13,3,2020,False
59689,successful,0,14,2016,False
59690,successful,21,30,2020,False
59691,successful,10,45,2019,True
59692,failed,10,31,2018,False
59693,successful,230,30,2018,True
59694,successful,6,30,2016,False
59695,failed,1,30,2014,False
59696,successful,9,25,2016,False
59698,successful,184,30,2018,False
59699,successful,1,21,2014,False
59700,successful,0,30,2013,False
59701,successful,42,32,2014,False
59702,successful,0,31,2011,False
59703,successful,88,36,2015,False
59704,successful,32,28,2016,False
59705,failed,0,20,2015,False
59707,successful,10,29,2011,False
59708,successful,7,30,2017,False
59709,successful,4,30,2015,False
59710,successful,9,56,2013,False
59711,failed,0,23,2015,False
59712,failed,0,30,2014,False
59713,successful,9,20,2020,False
59714,failed,9,24,2015,False
59715,successful,48,30,2020,False
59716,successful,34,40,2017,False
59717,failed,0,56,2015,False
59718,failed,1,29,2018,False
59719,successful,18,30,2017,True
59720,failed,2,30,2014,False
59721,successful,0,39,2016,False
59722,failed,24,30,2018,False
59723,successful,15,25,2015,True
59724,successful,6,30,2017,True
59726,successful,6,28,2018,True
59727,successful,71,30,2020,False
59728,successful,9,13,2020,False
59729,successful,4,30,2015,False
59730,successful,24,30,2013,False
59732,successful,5,31,2016,True
59733,successful,32,20,2018,False
59734,successful,43,30,2020,False
59735,successful,25,44,2015,True
59736,successful,9,30,2019,False
59737,successful,4,21,2014,True
59738,successful,8,40,2019,False
59739,failed,47,30,2020,False
59740,successful,8,29,2020,False
59741,successful,70,30,2015,False
59742,successful,24,60,2019,False
59743,successful,27,30,2015,False
59744,failed,0,30,2017,False
59745,failed,2029,60,2019,False
59746,failed,5,23,2020,False
59747,successful,26,25,2018,False
59749,successful,7,25,2018,False
59750,failed,0,45,2020,False
59751,successful,4,15,2020,False
59752,successful,12,21,2018,False
59753,successful,10,30,2019,False
59754,successful,37,31,2018,True
59755,failed,18,20,2017,False
59756,successful,6,28,2018,False
59757,successful,8,30,2019,True
59758,successful,13,44,2013,True
59759,failed,1,30,2014,False
59760,successful,20,28,2013,False
59761,failed,1,28,2015,False
59762,successful,12,30,2012,False
59763,successful,42,14,2020,False
59764,successful,5,59,2015,False
59765,successful,21,29,2019,False
59766,successful,35,35,2017,True
59767,successful,73,32,2019,False
59768,failed,42,30,2020,False
59769,failed,0,30,2015,False
59770,successful,33,30,2017,False
59773,successful,0,30,2015,False
59774,successful,27,25,2011,False
59775,failed,0,59,2016,False
59776,successful,66,20,2018,False
59777,failed,1,15,2015,False
59778,successful,5,30,2019,True
59779,failed,0,30,2016,False
59780,successful,73,30,2013,False
59781,failed,13,30,2016,False
59782,successful,21,38,2020,False
59783,successful,6,25,2020,False
59784,successful,7,29,2018,True
59785,failed,1,30,2020,False
59786,failed,26,29,2016,False
59787,successful,185,30,2016,False
59788,successful,21,30,2019,False
59789,failed,12,60,2015,False
59790,failed,1,30,2015,False
59791,failed,4,29,2016,False
59792,successful,2,17,2019,False
59793,successful,21,20,2015,False
59794,successful,1,39,2020,False
59795,failed,6,46,2015,False
59796,failed,47,60,2017,False
59797,failed,34,33,2016,False
59798,successful,32,42,2015,False
59800,successful,11,30,2014,False
59801,failed,8,60,2017,False
59802,successful,5,30,2019,False
59803,successful,228,31,2020,True
59804,successful,35,40,2019,False
59805,failed,21,35,2018,False
59807,successful,7,30,2012,False
59808,successful,6,30,2019,False
59809,failed,62,30,2019,False
59810,successful,96,30,2013,False
59811,successful,10,28,2014,False
59812,successful,5,30,2012,False
59813,successful,12,14,2020,False
59814,successful,164,60,2014,False
59815,successful,27,30,2017,False
59816,successful,4,51,2014,False
59817,successful,1,30,2018,False
59818,failed,34,30,2015,False
59819,successful,5,30,2011,False
59820,failed,25,60,2015,False
59821,successful,19,18,2019,True
59822,successful,18,40,2018,False
59824,successful,0,30,2015,True
59825,successful,4,30,2014,True
59826,successful,7,29,2020,False
59827,failed,23,33,2019,False
59828,successful,3,53,2014,False
59829,successful,9,27,2019,False
59830,successful,0,60,2020,False
59831,successful,2,22,2012,False
59832,successful,5,30,2014,False
59833,failed,15,60,2015,False
59834,successful,102,36,2010,False
59835,successful,4,21,2019,False
59836,successful,7,25,2020,False
59837,successful,25,30,2019,False
59838,failed,513,60,2015,False
59839,successful,13,20,2020,False
59840,successful,42,30,2020,False
59841,failed,9,30,2020,False
59842,failed,28,45,2014,False
59843,successful,0,18,2018,False
59844,failed,6,25,2016,False
59845,successful,14,25,2018,False
59846,failed,14,30,2016,False
59847,successful,12,45,2013,False
59848,successful,3,29,2016,False
59849,successful,1,30,2018,False
59850,failed,4,33,2016,False
59851,failed,146,60,2018,False
59852,failed,97,30,2014,False
59853,successful,24,30,2020,True
59854,successful,27,31,2017,False
59855,failed,27,30,2020,False
59856,successful,5,45,2010,False
59857,successful,0,32,2018,False
59858,successful,18,20,2015,True
59859,successful,8,30,2019,False
59860,successful,6,24,2019,True
59861,successful,10,60,2013,True
59862,failed,29,60,2015,False
59863,successful,39,30,2013,False
59864,failed,0,45,2017,False
59865,failed,1,39,2017,False
59866,failed,2,30,2014,False
59867,successful,7,35,2019,False
59868,successful,4,30,2019,False
59869,successful,99,25,2018,False
59870,successful,29,29,2015,False
59871,successful,32,28,2013,False
59872,successful,6,13,2016,False
59873,successful,54,21,2019,False
59874,successful,11,29,2014,False
59875,successful,7,33,2019,False
59876,successful,0,30,2018,False
59877,failed,22,30,2018,False
59878,successful,0,35,2012,False
59879,successful,7,18,2016,False
59880,successful,8,49,2012,False
59881,successful,12,42,2018,False
59882,successful,53,56,2017,False
59883,successful,6,35,2017,False
59884,successful,517,30,2019,False
59885,successful,8,14,2015,False
59886,successful,56,30,2014,False
59887,successful,2,30,2019,False
59888,failed,5,30,2019,False
59889,successful,21,30,2016,False
59891,failed,5,30,2015,False
59892,successful,2,14,2019,False
59894,successful,804,27,2016,False
59895,successful,1,14,2014,False
59896,successful,1,30,2015,True
59897,failed,16,30,2016,False
59898,successful,1,12,2017,False
59899,successful,2,30,2019,False
